"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","Food Access",
"06","California","06017030801","El Dorado County, CA - 06017030801","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030803","El Dorado County, CA - 06017030803","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030803","El Dorado County, CA - 06017030803","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030804","El Dorado County, CA - 06017030804","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030804","El Dorado County, CA - 06017030804","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030807","El Dorado County, CA - 06017030807","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030807","El Dorado County, CA - 06017030807","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030808","El Dorado County, CA - 06017030808","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030808","El Dorado County, CA - 06017030808","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030809","El Dorado County, CA - 06017030809","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030809","El Dorado County, CA - 06017030809","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030810","El Dorado County, CA - 06017030810","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017030810","El Dorado County, CA - 06017030810","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06017030901","El Dorado County, CA - 06017030901","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030901","El Dorado County, CA - 06017030901","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030902","El Dorado County, CA - 06017030902","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017030902","El Dorado County, CA - 06017030902","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031000","El Dorado County, CA - 06017031000","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06017031000","El Dorado County, CA - 06017031000","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031100","El Dorado County, CA - 06017031100","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031100","El Dorado County, CA - 06017031100","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031200","El Dorado County, CA - 06017031200","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031200","El Dorado County, CA - 06017031200","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031301","El Dorado County, CA - 06017031301","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031301","El Dorado County, CA - 06017031301","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031302","El Dorado County, CA - 06017031302","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031302","El Dorado County, CA - 06017031302","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031402","El Dorado County, CA - 06017031402","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031402","El Dorado County, CA - 06017031402","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031404","El Dorado County, CA - 06017031404","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031404","El Dorado County, CA - 06017031404","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031405","El Dorado County, CA - 06017031405","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031405","El Dorado County, CA - 06017031405","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031406","El Dorado County, CA - 06017031406","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031406","El Dorado County, CA - 06017031406","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031502","El Dorado County, CA - 06017031502","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031502","El Dorado County, CA - 06017031502","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031503","El Dorado County, CA - 06017031503","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031503","El Dorado County, CA - 06017031503","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031504","El Dorado County, CA - 06017031504","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031504","El Dorado County, CA - 06017031504","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017031600","El Dorado County, CA - 06017031600","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06017031600","El Dorado County, CA - 06017031600","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06017031700","El Dorado County, CA - 06017031700","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031700","El Dorado County, CA - 06017031700","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031800","El Dorado County, CA - 06017031800","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031800","El Dorado County, CA - 06017031800","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06017031900","El Dorado County, CA - 06017031900","2015","1.0","","Low Income, Low Access, Rural" (1),
"06","California","06017031900","El Dorado County, CA - 06017031900","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017032000","El Dorado County, CA - 06017032000","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017032000","El Dorado County, CA - 06017032000","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017990000","El Dorado County, CA - 06017990000","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06017990000","El Dorado County, CA - 06017990000","2019","Data Not Provided","",
"06","California","06019000100","Fresno County, CA - 06019000100","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000100","Fresno County, CA - 06019000100","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000200","Fresno County, CA - 06019000200","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000200","Fresno County, CA - 06019000200","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000300","Fresno County, CA - 06019000300","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000300","Fresno County, CA - 06019000300","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000400","Fresno County, CA - 06019000400","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000400","Fresno County, CA - 06019000400","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000501","Fresno County, CA - 06019000501","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000501","Fresno County, CA - 06019000501","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000502","Fresno County, CA - 06019000502","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000502","Fresno County, CA - 06019000502","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000600","Fresno County, CA - 06019000600","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000600","Fresno County, CA - 06019000600","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000700","Fresno County, CA - 06019000700","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000700","Fresno County, CA - 06019000700","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000800","Fresno County, CA - 06019000800","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000800","Fresno County, CA - 06019000800","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000901","Fresno County, CA - 06019000901","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000901","Fresno County, CA - 06019000901","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019000902","Fresno County, CA - 06019000902","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019000902","Fresno County, CA - 06019000902","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001000","Fresno County, CA - 06019001000","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001000","Fresno County, CA - 06019001000","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001100","Fresno County, CA - 06019001100","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001100","Fresno County, CA - 06019001100","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001201","Fresno County, CA - 06019001201","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001201","Fresno County, CA - 06019001201","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001202","Fresno County, CA - 06019001202","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001202","Fresno County, CA - 06019001202","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001301","Fresno County, CA - 06019001301","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001301","Fresno County, CA - 06019001301","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001303","Fresno County, CA - 06019001303","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001303","Fresno County, CA - 06019001303","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001304","Fresno County, CA - 06019001304","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001304","Fresno County, CA - 06019001304","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001407","Fresno County, CA - 06019001407","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001407","Fresno County, CA - 06019001407","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001408","Fresno County, CA - 06019001408","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001408","Fresno County, CA - 06019001408","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001409","Fresno County, CA - 06019001409","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001409","Fresno County, CA - 06019001409","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001410","Fresno County, CA - 06019001410","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001410","Fresno County, CA - 06019001410","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001411","Fresno County, CA - 06019001411","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001411","Fresno County, CA - 06019001411","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001412","Fresno County, CA - 06019001412","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001412","Fresno County, CA - 06019001412","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001413","Fresno County, CA - 06019001413","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001413","Fresno County, CA - 06019001413","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001414","Fresno County, CA - 06019001414","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001414","Fresno County, CA - 06019001414","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019001500","Fresno County, CA - 06019001500","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001500","Fresno County, CA - 06019001500","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001600","Fresno County, CA - 06019001600","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001600","Fresno County, CA - 06019001600","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019001700","Fresno County, CA - 06019001700","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019001700","Fresno County, CA - 06019001700","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019001800","Fresno County, CA - 06019001800","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019001800","Fresno County, CA - 06019001800","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019001900","Fresno County, CA - 06019001900","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019001900","Fresno County, CA - 06019001900","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019002000","Fresno County, CA - 06019002000","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019002000","Fresno County, CA - 06019002000","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019002100","Fresno County, CA - 06019002100","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019002100","Fresno County, CA - 06019002100","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002200","Fresno County, CA - 06019002200","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019002200","Fresno County, CA - 06019002200","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002300","Fresno County, CA - 06019002300","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002300","Fresno County, CA - 06019002300","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002400","Fresno County, CA - 06019002400","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002400","Fresno County, CA - 06019002400","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002501","Fresno County, CA - 06019002501","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002501","Fresno County, CA - 06019002501","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002502","Fresno County, CA - 06019002502","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002502","Fresno County, CA - 06019002502","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002601","Fresno County, CA - 06019002601","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002601","Fresno County, CA - 06019002601","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002602","Fresno County, CA - 06019002602","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002602","Fresno County, CA - 06019002602","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002701","Fresno County, CA - 06019002701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002701","Fresno County, CA - 06019002701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002702","Fresno County, CA - 06019002702","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002702","Fresno County, CA - 06019002702","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002800","Fresno County, CA - 06019002800","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002800","Fresno County, CA - 06019002800","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002903","Fresno County, CA - 06019002903","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002903","Fresno County, CA - 06019002903","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002904","Fresno County, CA - 06019002904","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002904","Fresno County, CA - 06019002904","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002905","Fresno County, CA - 06019002905","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002905","Fresno County, CA - 06019002905","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002906","Fresno County, CA - 06019002906","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019002906","Fresno County, CA - 06019002906","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003001","Fresno County, CA - 06019003001","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003001","Fresno County, CA - 06019003001","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003003","Fresno County, CA - 06019003003","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003003","Fresno County, CA - 06019003003","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003004","Fresno County, CA - 06019003004","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003004","Fresno County, CA - 06019003004","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003102","Fresno County, CA - 06019003102","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003102","Fresno County, CA - 06019003102","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003103","Fresno County, CA - 06019003103","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003103","Fresno County, CA - 06019003103","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003104","Fresno County, CA - 06019003104","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003104","Fresno County, CA - 06019003104","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003201","Fresno County, CA - 06019003201","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003201","Fresno County, CA - 06019003201","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003202","Fresno County, CA - 06019003202","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003202","Fresno County, CA - 06019003202","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003301","Fresno County, CA - 06019003301","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003301","Fresno County, CA - 06019003301","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003302","Fresno County, CA - 06019003302","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003302","Fresno County, CA - 06019003302","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003400","Fresno County, CA - 06019003400","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003400","Fresno County, CA - 06019003400","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003500","Fresno County, CA - 06019003500","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003500","Fresno County, CA - 06019003500","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003600","Fresno County, CA - 06019003600","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003600","Fresno County, CA - 06019003600","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003701","Fresno County, CA - 06019003701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003701","Fresno County, CA - 06019003701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003702","Fresno County, CA - 06019003702","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003702","Fresno County, CA - 06019003702","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003803","Fresno County, CA - 06019003803","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019003803","Fresno County, CA - 06019003803","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019003804","Fresno County, CA - 06019003804","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003804","Fresno County, CA - 06019003804","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003805","Fresno County, CA - 06019003805","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003805","Fresno County, CA - 06019003805","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003807","Fresno County, CA - 06019003807","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003807","Fresno County, CA - 06019003807","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003808","Fresno County, CA - 06019003808","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003808","Fresno County, CA - 06019003808","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003809","Fresno County, CA - 06019003809","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003809","Fresno County, CA - 06019003809","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003810","Fresno County, CA - 06019003810","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019003810","Fresno County, CA - 06019003810","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019003900","Fresno County, CA - 06019003900","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019003900","Fresno County, CA - 06019003900","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019004001","Fresno County, CA - 06019004001","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004001","Fresno County, CA - 06019004001","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004002","Fresno County, CA - 06019004002","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004002","Fresno County, CA - 06019004002","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004100","Fresno County, CA - 06019004100","2015","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019004100","Fresno County, CA - 06019004100","2019","3.0","","Not Low Income, Low Access, Rural" (3),
"06","California","06019004205","Fresno County, CA - 06019004205","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004205","Fresno County, CA - 06019004205","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004207","Fresno County, CA - 06019004207","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004207","Fresno County, CA - 06019004207","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004208","Fresno County, CA - 06019004208","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004208","Fresno County, CA - 06019004208","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004210","Fresno County, CA - 06019004210","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004210","Fresno County, CA - 06019004210","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004211","Fresno County, CA - 06019004211","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004211","Fresno County, CA - 06019004211","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004212","Fresno County, CA - 06019004212","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004212","Fresno County, CA - 06019004212","2019","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004213","Fresno County, CA - 06019004213","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004213","Fresno County, CA - 06019004213","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004214","Fresno County, CA - 06019004214","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004214","Fresno County, CA - 06019004214","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004215","Fresno County, CA - 06019004215","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004215","Fresno County, CA - 06019004215","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004216","Fresno County, CA - 06019004216","2015","2.0","","Low Income, Low Access, Urban" (2),
"06","California","06019004216","Fresno County, CA - 06019004216","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004301","Fresno County, CA - 06019004301","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004301","Fresno County, CA - 06019004301","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004302","Fresno County, CA - 06019004302","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004302","Fresno County, CA - 06019004302","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004303","Fresno County, CA - 06019004303","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004303","Fresno County, CA - 06019004303","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004404","Fresno County, CA - 06019004404","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004404","Fresno County, CA - 06019004404","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004405","Fresno County, CA - 06019004405","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004405","Fresno County, CA - 06019004405","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004406","Fresno County, CA - 06019004406","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004406","Fresno County, CA - 06019004406","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004408","Fresno County, CA - 06019004408","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004408","Fresno County, CA - 06019004408","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004409","Fresno County, CA - 06019004409","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004409","Fresno County, CA - 06019004409","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004503","Fresno County, CA - 06019004503","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004503","Fresno County, CA - 06019004503","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004504","Fresno County, CA - 06019004504","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004504","Fresno County, CA - 06019004504","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004505","Fresno County, CA - 06019004505","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004505","Fresno County, CA - 06019004505","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004506","Fresno County, CA - 06019004506","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004506","Fresno County, CA - 06019004506","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004601","Fresno County, CA - 06019004601","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004601","Fresno County, CA - 06019004601","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004602","Fresno County, CA - 06019004602","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004602","Fresno County, CA - 06019004602","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004701","Fresno County, CA - 06019004701","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004701","Fresno County, CA - 06019004701","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004703","Fresno County, CA - 06019004703","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004703","Fresno County, CA - 06019004703","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004704","Fresno County, CA - 06019004704","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004704","Fresno County, CA - 06019004704","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004801","Fresno County, CA - 06019004801","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004801","Fresno County, CA - 06019004801","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004802","Fresno County, CA - 06019004802","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004802","Fresno County, CA - 06019004802","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004901","Fresno County, CA - 06019004901","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004901","Fresno County, CA - 06019004901","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004902","Fresno County, CA - 06019004902","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019004902","Fresno County, CA - 06019004902","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019005000","Fresno County, CA - 06019005000","2015","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019005000","Fresno County, CA - 06019005000","2019","4.0","","Not Low Income, Low Access, Urban" (4),
"06","California","06019005100","Fresno County, CA - 06019005100","2015","4.0","","Not Low Income, Low Access, Urban" (4),
